x_1	x_2	x_3	x_4	f(x)	erro
-1.7922705173942115	-1.3970920769169315	-2.3728013578153386	-1.6672260342317538	167.7498890430406	12150.981666827865
-1.7947289031982454	-1.4008451097538135	-2.3812356898383102	-1.659547590880298	168.13687388742193	0.4423934733495116
-1.7932557892413663	-1.4020601640031987	-2.3889112616741515	-1.6555597464192016	168.4092530239215	0.6522023477591574
-1.7911873750189287	-1.4017356620453874	-2.393354037356828	-1.6544098326725616	168.53661142160485	0.6308907773345709
-1.7899134621908852	-1.4010242814782365	-2.395370791412867	-1.6542992516745143	168.58293625833494	0.4752581864595413
-1.7894072472597327	-1.4004881775780513	-2.3961115382616742	-1.6543960573442236	168.59606715138142	0.26315388083457947
-1.7892852748284487	-1.4002068382600306	-2.3963234574800474	-1.6544686621471476	168.59855919383273	0.10846173763275146
-1.7892883165450755	-1.400092448715506	-2.3963622729667797	-1.654497742750114	168.5985804098612	0.03668010234832764
-1.7893104918749474	-1.4000565883523524	-2.3963604947412227	-1.6545042149410254	168.59836981729276	0.013048171997070312
-1.789324073975064	-1.4000493727098104	-2.3963556196788987	-1.6545036904559642	168.59828635142222	0.005494117736816406
-1.7893297898392995	-1.400049413342712	-2.396353508565734	-1.65450215555597	168.59828695679755	0.002445220947265625
-1.7893313218747509	-1.4000503740692622	-2.3963531183958384	-1.6545012572287248	168.59830492072462	0.0007781982421875
-1.7893314316083444	-1.4000508344577378	-2.396353223375682	-1.6545009612845523	168.59831571490977	0.000213623046875
-1.789331419286377	-1.4000510150986372	-2.3963533379941095	-1.6545009335349328	168.59832080994403	0.0
